category,subcategories,Date,status,transmis_entreprise,tags,transmis_authorite,is_read,has_response,description
AchatInternet,"Un_produit,Cest_un_objet,La_garantie_ou_le_remboursement,Il_presente_un_defaut_ou_il_ne_marche_plus,Neuf,Il_y_a_moins_de_2_ans",2026-05-02,TraitementEnCours,0,aucun_tag,0,0,1,"J'ai acheté un robot aspirateur sur votre site. Il fonctionne mal depuis le début : il se coince souvent et ne repère pas bien les pièces. Je l'ai utilisé 5 fois. J'ai contacté le SAV, ils m'ont donné des conseils, mais cela n'a pas résolu le problème. Ils proposent un retour, mais je dois payer les frais de port. Le produit a un défaut, c'est à vous de prendre en charge. Je suis vraiment déçu."
VoyageLoisirs,"Voyage_tourisme_loisirs,Divertissement_culturel,Remboursement_annulation",2026-06-14,NonTraite,0,Internet,0,0,0,"J'ai acheté des billets pour un concert sur une plateforme. Le concert a été reporté. La plateforme propose un remboursement, mais seulement en avoir, pas en argent. Je ne suis pas d'accord. Je veux un remboursement sur ma carte. Ils disent que c'est la politique du vendeur. Je trouve cela abusif. C'est mon argent, je décide ce que j'en fais. Je vais contester cette décision."
AchatInternet,"Une_commande_effectuee,Commande_jamais_livree_et_le_site_est_toujours_ouvert",2026-05-21,PromesseAction,0,"Commande effectuée,Internet",0,0,0,"J'ai commandé une montre sur un site de vente privée. Le paiement a été accepté, mais je n'ai jamais reçu le colis. Le transporteur indique colis perdu"". J'ai contacté le site, ils m'ont dit qu'ils allaient enquêter. Cela fait 1 mois. Le site est toujours en ligne. Je pense qu'ils espèrent que j'oublie. J'ai relancé, pas de réponse. Je veux mon remboursement de 120 euros. C'est une situation exaspérante."""
AchatInternet,"Le_site_internet_en_luimeme,La_publicite,Publicite_trompeuse_ou_mensongere,Fausse_description_dun_produit_ou_dun_service",2026-05-22,NonTraite,0,Internet,0,0,0,"J'ai acheté des écouteurs haut de gamme"" sur un site. La description vantait une qualité audio exceptionnelle. En réalité, le son est médiocre, et les écouteurs ne tiennent pas dans les oreilles. Je me suis fait avoir par une description trompeuse. Je vais essayer de les retourner. J'encourage les autres à ne pas acheter sur ce site. Il y a trop de produits contrefaits ou de mauvaise qualité."""
IntoxicationAlimentaire,Apres_avoir_mange_sur_place,2026-05-09,TraitementEnCours,0,"Produit dangereux,Produit alimentaire",0,0,0,"J'ai mangé dans un restaurant un steak haché. Je l'ai commandé à point, mais il était encore saignant. Je l'ai renvoyé, ils l'ont recuit, mais il était sec. Le soir, j'ai eu des douleurs abdominales. Je pense que la viande n'était pas de bonne qualité. J'ai appelé le restaurant, ils m'ont dit que le chef était nouveau. Peut-être un manque d'expérience. Mais cela ne devrait pas arriver. Je signale pour qu'ils fassent attention."
AchatInternet,"Une_commande_effectuee,Commande_jamais_livree_et_le_site_est_toujours_ouvert",2026-06-24,TraitementEnCours,0,"Commande effectuée,Internet",0,0,0,"J'ai passé commande pour des fournitures de bureau sur un site. Le lendemain, je reçois un mail disant que ma commande est annulée pour cause de rupture, mais mon compte a été débité. J'ai contacté le SAV, ils m'ont dit que le remboursement serait effectué sous 48h. 4 jours plus tard, rien. Je les relance, ils disent qu'il y a un problème technique. Je commence à douter. Je vais saisir ma banque."
AchatMagasin,"Le_magasin_de_facon_generale,Prix,Prix_a_la_caisse_different_du_prix_affiche_en_rayon",2026-06-16,TraitementEnCours,0,Prix,0,1,0,"J'ai acheté un livre dans une librairie. Le prix en rayon était de 15,90 euros. À la caisse, on m'a demandé 17,90 euros. J'ai signalé l'erreur, la vendeuse a vérifié et m'a dit que l'étiquette était périmée. Elle a refusé de me faire le prix affiché. Je lui ai dit que c'était illégal. Elle a fini par me l'accorder, mais de mauvaise grâce. Je trouve ce comportement commercial limite. Les magasins doivent respecter leurs étiquettes."
AchatInternet,"Abonnement_ou_frais_caches,Frais_supplementaires_nonindiques",2026-07-03,TraitementEnCours,0,Internet,0,0,1,"J'ai acheté un abonnement à un service de streaming sportif. Le prix affiché était 9,99 euros par mois. Lors du premier prélèvement, j'ai vu 14,99 euros. J'ai appelé, on m'a dit que les 5 euros étaient des frais de mise en service. C'était écrit en tout petit. C'est trompeur. Je ne l'avais pas vu. Je demande le remboursement des 5 euros. Ces frais cachés sont une pratique déloyale."
AchatInternet,"Une_commande_effectuee,Le_service_apresvente_ne_me_repond_plus_SAV",2026-06-26,TraitementEnCours,0,"Commande effectuée,Internet",0,0,0,"J'ai acheté un produit de beauté sur un site. Le produit est arrivé endommagé (la pompe était cassée). J'ai contacté le SAV, ils m'ont demandé une photo. Je l'ai envoyée. Ils m'ont promis un remplacement. Cela fait 2 semaines, rien. Je les relance, ils disent qu'ils ont des problèmes de stock. Je trouve que c'est une excuse. Je ne recommande pas ce site. Le SAV est défaillant."
AchatInternet,"Une_commande_effectuee,Livraison_en_retard_ou_colis_perdu,Lentreprise_ma_impose_le_transporteur_sur_une_liste_lors_de_la_commande",2026-06-25,TraitementEnCours,0,"Commande effectuée,Internet",0,1,0,"J'ai commandé une imprimante sur votre site. Vous avez imposé le transporteur, et le suivi est bloqué depuis 5 jours. Le transporteur ne répond pas. Votre SAV me dit qu'il faut attendre. J'ai besoin de cette imprimante pour mon travail. Je trouve que vous devriez offrir un choix de livraison, même payant. C'est très frustrant de subir les aléas d'un transporteur défaillant."
AchatMagasin,"Un_produit_en_particulier,Cest_un_objet,La_garantie_ou_le_remboursement,Il_presente_un_defaut_ou_il_ne_marche_plus,Neuf,Il_y_a_moins_de_2_ans",2026-05-15,TraitementEnCours,0,aucun_tag,0,0,1,J'ai acheté un grille-pain dans un magasin. Il a grillé après 3 utilisations (une odeur de brûlé). Je l'ai rapporté avec la facture. Le responsable m'a dit que c'était un défaut de fabrication et qu'il fallait passer par le fabricant. Le fabricant me demande d'envoyer l'appareil à mes frais. Je refuse de payer pour un produit défectueux. Le magasin est responsable. Je vais insister.
CafeRestaurant,"Prix_et_paiement,Autres_problemes",2026-06-21,TraitementEnCours,0,aucun_tag,0,1,1,"Je me suis arrêté dans un café pour un thé. La serveuse m'a apporté l'addition, mais je l'ai trouvée élevée. J'ai demandé le détail, elle m'a dit qu'il y avait un supplément pour le lait végétal, ce qui n'était pas indiqué sur la carte. Je trouve que c'est une addition surprise. Je l'ai fait remarquer, elle a haussé les épaules. Je ne reviendrai pas."
AchatInternet,"Une_commande_effectuee,Commande_jamais_livree_et_le_site_est_toujours_ouvert",2026-05-12,TraitementEnCours,0,"Commande effectuée,Internet",0,0,0,"J'ai commandé un cadeau pour un anniversaire sur un site de jouets. La commande devait arriver en 3 jours. 10 jours plus tard, rien. J'ai contacté le site, ils disent que le colis a été volé. Ils me proposent un remboursement, mais après un délai de 15 jours. C'est inacceptable. J'ai dû acheter un autre cadeau. Je ne commanderai plus jamais sur ce site."
AchatInternet,"Probleme_de_resiliation_dabonnement,Je_narrive_pas_a_resilier_mon_contrat",2026-06-26,TraitementEnCours,0,"Résiliation,Internet",0,1,0,"Je suis abonné à un service de vidéo à la demande. Je veux résilier car je ne l'utilise plus. Sur le site, le bouton de résiliation est introuvable. J'ai passé 30 minutes à chercher. J'ai finalement trouvé un formulaire à remplir, mais il faut attendre 72h pour une confirmation. Je trouve ça exagéré. Je vais écrire un courrier recommandé. C'est une perte de temps."
AchatInternet,"Une_commande_effectuee,Commande_jamais_livree_et_le_site_est_toujours_ouvert",2026-05-21,NonTraite,0,"Commande effectuée,Internet",0,0,1,"J'ai passé commande pour une montre connectée sur un site. Le paiement a été accepté. Le site est toujours en ligne, mais je n'ai aucune nouvelle de la commande. Le SAV ne répond pas. Je pense que c'est une arnaque. J'ai signalé à la banque, mais ils ont dit que le paiement était validé. Je suis en colère. Je vais porter plainte. 150 euros, ce n'est pas rien."
DemarchesAdministratives,"Autre,Une_entreprise_privee",2026-06-17,Transmis,0,aucun_tag,0,0,0,"J'ai reçu une lettre d'une société privée qui me demande de payer une amende pour un stationnement sur un parking privé. La lettre est très officielle, avec des mentions comme titre exécutoire"". J'ai appelé la société, ils m'ont dit que c'était une facture, pas une amende. C'est trompeur, ils font croire que c'est un document officiel. Je trouve ces pratiques abusives. J'ai payé pour ne pas avoir d'ennuis, mais je le regrette. Je signale cette société."""
AchatInternet,"Une_commande_effectuee,Le_service_apresvente_ne_me_repond_plus_SAV",2026-06-01,TraitementEnCours,0,"Commande effectuée,Internet",0,0,0,"J'ai acheté un aspirateur sur votre site. Il est tombé en panne au bout de 2 mois. J'ai contacté le SAV, ils m'ont envoyé une étiquette de retour. Je l'ai renvoyé, c'était il y a 3 semaines. Le suivi indique que vous l'avez reçu, mais je n'ai pas de nouvelles. J'ai envoyé des messages sur votre formulaire de contact, sans réponse. Je veux un remboursement ou un échange. C'est mon droit."
AchatInternet,"Une_commande_effectuee,Commande_jamais_livree_et_le_site_est_toujours_ouvert",2026-06-26,TraitementEnCours,0,"Commande effectuée,Internet",0,1,0,"J'ai acheté un parfum sur un site de vente en ligne. Je n'ai jamais reçu le colis. Le site est toujours en ligne, mais mon compte a été bloqué. Le SAV ne répond plus. Je pense que le site a fermé sans prévenir. J'ai perdu 80 euros. Je vais contacter ma banque pour une opposition. Je signale ce site pour éviter que d'autres se fassent avoir."
AchatMagasin,"Le_magasin_de_facon_generale,Remboursement_garantie,Il_presente_un_defaut_ou_il_ne_marche_plus,Occasion,Il_y_a_moins_de_6_mois",2026-06-19,TraitementEnCours,0,aucun_tag,0,0,0,"J'ai acheté une console de jeu d'occasion dans un magasin. Elle fonctionnait bien, mais au bout de 3 mois, elle ne lit plus les disques. Je l'ai rapportée, le magasin dit que la garantie d'occasion n'est que de 3 mois, donc je suis hors délai. Je trouve que c'est trop court. Le produit est défectueux, ils devraient le reprendre. Je suis déçu. Je ne rachèterai pas d'occasion dans ce magasin."
AchatInternet,"Une_commande_effectuee,Commande_incomplete",2026-06-19,TraitementEnCours,0,"Commande effectuée,Internet",0,1,0,"J'ai commandé un lot de 4 pneus sur un site. J'ai reçu 3 pneus. J'ai contacté le vendeur, il m'a dit qu'il allait envoyer le quatrième. 10 jours plus tard, rien. Je les relance, ils disent qu'ils n'ont plus de stock. Ils me proposent un remboursement partiel. Je suis furieux car j'ai besoin des 4 pneus. Je vais accepter le remboursement, mais je ne commanderai plus sur ce site."
TelephonieFaiMedias,"Telephonie_internet,Mon_forfait_prix_contrat_et_facture,Loffre_la_promotion_que_je_devais_avoir_na_pas_ete_appliquee",2026-07-06,TraitementEnCours,0,"Telecom,Internet",0,1,0,"J'ai souscrit à un forfait mobile avec une promotion de 10 euros pendant 6 mois. Le premier mois, j'ai été facturé au prix normal (25 euros). J'ai contacté le service client, ils m'ont dit que la promotion n'était pas applicable car j'ai pris un téléphone avec l'abonnement. Ce n'était pas mentionné. Je trouve cela trompeur. Je demande un avoir de 15 euros. Sinon, je changerai d'opérateur."
AchatMagasin,"Un_produit_en_particulier,Cest_un_objet,La_garantie_ou_le_remboursement,Il_presente_un_defaut_ou_il_ne_marche_plus,Neuf,Il_y_a_moins_de_2_ans",2026-05-02,TraitementEnCours,0,aucun_tag,0,0,0,"J'ai acheté une machine à laver dans un grand magasin. Après 2 mois, elle fait un bruit de tambour. Je l'ai signalée, le service technique est venu, a dit qu'il fallait changer un roulement. Ils m'ont dit que ce n'était pas couvert par la garantie, car c'est de l'usure normale. Je trouve ça absurde, une machine neuve de 2 mois qui a un roulement défectueux. Je vais contester. Ce n'est pas une usure normale."
TelephonieFaiMedias,"Abonnement_television,Probleme_de_resiliation_dabonnement,Je_narrive_pas_a_resilier_mon_contrat",2026-06-17,TraitementEnCours,0,"Résiliation,Internet",0,1,0,"Je suis abonné à une box TV, je veux résilier car je déménage à l'étranger. J'ai envoyé un mail avec le justificatif. Le service client m'a répondu que je dois envoyer un recommandé, puis attendre 30 jours. C'est une procédure lourde. Je n'aurai peut-être pas le temps avant mon départ. Je trouve qu'ils mettent des bâtons dans les roues. C'est frustrant."
CafeRestaurant,"Hygiene,Hygiene_des_locaux_et_du_materiel,Je_trouve_les_locaux_sales_ou_degrades",2026-06-18,TraitementEnCours,0,hygiène,0,1,0,"Je suis allé dans un restaurant rapide. Le sol était collant, les tables n'étaient pas nettoyées, et les toilettes étaient dans un état pitoyable. J'ai vu un employé qui essuyait le comptoir avec un torchon qui traînait par terre. C'est dégoûtant. J'ai signalé au responsable, il m'a dit qu'il manquait de personnel. C'est une excuse. Je ne mange plus dans ce restaurant. Il y a un vrai problème d'hygiène."
TelephonieFaiMedias,"Abonnement_television,Probleme_de_resiliation_dabonnement,Je_narrive_pas_a_resilier_mon_contrat",2026-05-24,TraitementEnCours,1,"Résiliation,Internet",0,1,0,"Je suis client chez un opérateur TV. Je souhaite résilier mon abonnement car j'ai souscrit à un autre service. J'ai appelé le service client, ils m'ont dit que je devais envoyer un courrier. Je l'ai envoyé, et ils m'ont répondu qu'ils n'ont pas reçu ma demande. Je renvoie le courrier, ils me disent que le délai de préavis est de 15 jours à partir de la réception. Cela fait 3 semaines que je suis dans ce ping-pong. C'est épuisant et ils le font exprès."
CafeRestaurant,"Jai_ete_malade_apres_avoir_mange,Sur_place",2026-07-06,Transmis,0,"Produit dangereux,Produit alimentaire",0,1,0,"J'ai dîné dans votre restaurant avec des amis. Nous avons tous pris un plat de moules-frites. Pendant la nuit, nous avons tous été malades, vomissements et diarrhée. Nous avons consulté un médecin. Le médecin a suspecté une intoxication aux coquillages. Nous avons appelé le restaurant, on nous a dit que les moules étaient fraîches, mais nous en doutons. Nous souhaitons signaler cet incident pour que les autorités sanitaires fassent un contrôle."
AchatInternet,"Une_commande_effectuee,Le_service_apresvente_ne_me_repond_plus_SAV",2026-06-26,TraitementEnCours,1,"Commande effectuée,Internet",0,0,0,"J'ai acheté un routeur Wi-Fi sur votre site. Le produit est défectueux, il se déconnecte sans cesse. J'ai contacté le SAV par téléphone, on m'a dit d'envoyer un mail. Je l'ai fait, sans réponse. J'ai renvoyé un mail, toujours rien. J'ai essayé le chat, personne. Je suis dans l'impasse. Je vais devoir le renvoyer à mes frais et espérer un remboursement. C'est la pire expérience d'achat en ligne que j'ai eue."
AchatInternet,"Une_commande_effectuee,Commande_incomplete",2026-05-12,TraitementEnCours,0,"Commande effectuée,Internet",0,0,1,"J'ai commandé un ensemble de 5 casseroles. À la réception, il manquait la plus grande casserole. Le bon de livraison indiquait que tout y était. J'ai contacté le vendeur, il m'a dit qu'il allait vérifier son stock. Il m'a ensuite informé que la casserole était en rupture. Il propose un remboursement partiel. J'accepte, mais je suis déçu. Le site aurait dû me prévenir avant l'expédition."
VoitureVehiculeVelo,"Reparation_revision_vente_de_vehicule,Prestation_mal_realisee_ou_pas_realisee",2026-06-08,TraitementEnCours,0,aucun_tag,0,1,0,"J'ai fait changer mon embrayage dans un garage. Après la réparation, la pédale d'embrayage était dure et grinçait. Je suis retourné, ils ont dit qu'il fallait roder l'embrayage. Après 1000 km, ça grinçait toujours. Je suis retourné, ils ont refait un réglage, mais ça ne vient pas. J'ai l'impression que la pièce n'est pas de bonne qualité ou qu'ils ont mal installé. C'est frustrant. Je vais peut-être aller chez un autre garagiste."
ServicesAuxParticuliers,"Autre_type_dentreprise_de_service,Autre",2026-06-23,NonTraite,0,Internet,0,0,0,"J'ai fait appel à une société de nettoyage pour mon bureau. Les personnes sont venues, elles ont passé l'aspirateur et un coup de chiffon, mais il y avait encore des traces de doigts sur les vitres. J'ai payé 120 euros pour un résultat superficiel. Le responsable m'a proposé une nouvelle prestation, mais je n'ai pas confiance. Je vais changer de prestataire. Je trouve que le service n'était pas professionnel."
AchatInternet,"Le_site_internet_en_luimeme,Absence_dinformations_obligatoires_avant_de_commander",2026-05-22,TraitementEnCours,0,Internet,0,0,0,"J'ai commandé un produit sur un site étranger. Il n'y avait aucune information sur les frais de douane avant la validation. Après paiement, j'ai reçu une notification des douanes me réclamant 20 euros. Je trouve cela trompeur. Le vendeur devrait informer sur les frais potentiels. Je ne recommande pas ce site. J'ai dû payer des frais supplémentaires que je n'avais pas anticipés."
CafeRestaurant,"Hygiene,Hygiene_des_locaux_et_du_materiel,Je_trouve_les_locaux_sales_ou_degrades",2026-06-03,InformateurInterne,0,hygiène,0,1,0,"En tant que saisonnier dans ce restaurant, je suis choqué par le manque d'hygiène. Les frigos ne sont pas nettoyés, il y a des moisissures. Le responsable nous demande de servir des produits dont la date est dépassée, en grattant l'étiquette. Je n'ose pas manger là-bas. Je signale en interne, mais on me dit de me taire. Je fais ce signalement anonymement pour que la situation change."
AchatInternet,"Le_site_internet_en_luimeme,La_publicite,Publicite_trompeuse_ou_mensongere,Fausse_description_dun_produit_ou_dun_service",2026-05-14,NonTraite,0,Internet,0,0,1,"J'ai acheté un tapis de yoga sur un site. La photo le montrait épais et confortable. En réalité, il est fin comme du papier. La description était très trompeuse. J'ai demandé un retour, ils acceptent mais à mes frais. Le retour coûte presque autant que le tapis. Je me suis fait avoir. Je laisse un avis négatif pour prévenir les autres. C'est une arnaque."
TelephonieFaiMedias,"Telephonie_internet,Mon_forfait_prix_contrat_et_facture,Loffre_la_promotion_que_je_devais_avoir_na_pas_ete_appliquee",2026-06-15,TraitementEnCours,0,"Telecom,Internet",0,1,1,"Mon opérateur m'a envoyé un SMS pour une promotion : 100Go offerts pour 2 mois. J'ai activé l'offre. Sur ma facture, je vois que j'ai été facturé 10 euros de plus. J'ai appelé le service client, ils m'ont dit que l'offre était réservée aux nouveaux clients. C'était écrit en petit. Je suis déçu. Je vais aller voir ailleurs. Ils ont une communication trompeuse."
BanqueAssuranceMutuelle,"Une_assurance_mutuelle,Contrat",2026-06-26,TraitementEnCours,0,Internet,0,1,1,"Je suis client chez vous depuis 6 ans et je viens de recevoir une lettre m'informant que mon contrat d'assurance auto allait être modifié à mon insu. On me supprime la protection juridique et on augmente ma franchise de 50 euros. J'ai appelé pour contester, on m'a dit que c'était dans les conditions générales. Je ne les ai pas relues, c'est vrai, mais on ne devrait pas changer un contrat sans un accord explicite. Je me sens pris pour un imbécile. Si vous ne revenez pas sur cette décision, je changerai d'assureur et je ferai un signalement à la DGCCRF."
AchatInternet,"Un_produit,Cest_un_objet,La_garantie_ou_le_remboursement,Il_presente_un_defaut_ou_il_ne_marche_plus,Neuf,Il_y_a_moins_de_2_ans",2026-06-25,TraitementEnCours,0,aucun_tag,0,1,0,"Bonjour, j'ai acheté une trottinette électrique sur votre site le mois dernier. Elle a été utilisée une dizaine de fois, et depuis hier, elle ne s'allume plus. La batterie est chargée, j'ai tout essayé. J'ai contacté votre SAV, ils m'ont fait un diagnostic par téléphone et m'ont dit d'envoyer le produit en atelier. Je l'ai envoyé, mais je n'ai aucune nouvelle. Le produit est sous garantie, je veux qu'on me le répare ou qu'on me le remplace rapidement, car j'en ai besoin pour mes trajets quotidiens."
Sante,"Un_professionnel_proposant_des_prestations_de_medecines_non_conventionnelles_ou_un_coach_de_sante,La_publicite_ou_la_description_est_trompeuse",2026-05-04,TraitementEnCours,0,Internet,0,0,1,"J'ai consulté une naturopathe pour des problèmes de sommeil. Elle promettait des résultats en 3 séances sur son site internet. J'ai fait 5 séances, j'ai payé 400 euros, et je dors toujours aussi mal. Elle m'a vendu des compléments alimentaires hors de prix qui n'ont servi à rien. Ses promesses étaient totalement mensongères. Je me suis senti manipulé. Je ne recommande pas du tout cette praticienne. Sa publicité est trompeuse et elle profite de la détresse des gens."
AchatInternet,"Une_commande_effectuee,Le_service_apresvente_ne_me_repond_plus_SAV",2026-06-29,TraitementEnCours,0,"Commande effectuée,Internet",0,1,0,"J'ai passé commande d'un survêtement sur votre boutique en ligne. Le colis est arrivé, mais la veste est tachée, comme si elle avait déjà été portée. J'ai pris des photos et j'ai contacté le service client. On m'a dit de renvoyer l'article. Je l'ai fait, avec la facture. Cela fait 15 jours, je n'ai aucune nouvelle. J'ai relancé par mail, par téléphone, personne ne me répond. Je suis exaspéré. Je veux un remboursement ou un échange. Vous êtes injoignables, c'est inacceptable."
CafeRestaurant,"Jai_ete_malade_apres_avoir_mange,Sur_place",2026-05-04,TraitementEnCours,0,"Produit dangereux,Produit alimentaire",0,1,0,"Je suis allé manger dans votre restaurant avec ma femme. Nous avons pris un menu avec du poisson. Dans la soirée, nous avons tous les deux eu des nausées et des vomissements. Nous avons passé une nuit horrible. Nous pensons que le poisson n'était pas frais, il avait une drôle d'odeur. J'ai appelé le restaurant le lendemain, le responsable a dit que c'était impossible. Je suis furieux. Nous avons dû consulter un médecin. Vous mettez la santé de vos clients en danger. J'exige des explications."
DemarchageAbusif,"Probleme_de_demarchage_telephonique,Jai_recu_au_moins_5_appels_de_la_meme_entreprise_sur_les_30_derniers_jours",2026-05-22,NonTraite,0,"Démarchage téléphonique,Appel commercial",0,0,0,"Depuis deux mois, je reçois des appels quotidiens d'une société de rénovation énergétique. Ils me proposent des panneaux solaires, je leur dis que je ne suis pas intéressé, ils rappellent le lendemain. J'ai compté, ils m'ont appelé 7 fois la semaine dernière. Ils changent de numéro à chaque fois. C'est du harcèlement. Je ne peux plus répondre à mon téléphone tranquillement. J'ai signalé mon numéro sur Bloctel, mais ça n'a rien changé. C'est inadmissible, je veux que ça cesse immédiatement."
AchatInternet,"Une_commande_effectuee,Commande_jamais_livree_et_le_site_est_toujours_ouvert",2026-05-09,TraitementEnCours,0,"Commande effectuée,Internet",1,0,0,"J'ai commandé une imprimante sur un site il y a 3 semaines. Le paiement a été pris sur ma carte, j'ai reçu un mail de confirmation, mais depuis, plus rien. Le site est toujours accessible, mais le SAV ne répond pas. J'ai vu sur les forums que beaucoup de gens sont dans le même cas. Je pense que c'est une arnaque. Je vais faire opposition auprès de ma banque. J'aurais dû me méfier des prix trop bas. C'est une leçon."
AchatInternet,"Une_commande_effectuee,Commande_jamais_livree_et_le_site_est_toujours_ouvert",2026-06-05,TraitementEnCours,0,"Commande effectuée,Internet",0,0,0,"J'ai acheté un bracelet connecté sur un site de vente privée. Le paiement est accepté, mais la commande est toujours en préparation"". Le service client est injoignable, les emails restent sans réponse. Je suis inquiet car le site a l'air sérieux mais je me demande s'il est fiable. D'autres clients ont laissé des avis négatifs. Je vais attendre encore une semaine, sinon je contacterai ma banque. C'est dommage car le prix était intéressant."""
CafeRestaurant,"Jai_ete_malade_apres_avoir_mange,A_emporter",2026-06-24,TraitementEnCours,0,"Produit dangereux,Produit alimentaire",0,0,0,"J'ai pris un plat de pâtes à emporter dans votre établissement. En rentrant chez moi, j'ai mangé et une heure après j'ai eu une diarrhée violente. Je pense que la sauce était avariée. J'ai appelé pour vous prévenir, on m'a dit que personne d'autre ne s'était plaint. Peut-être, mais ça m'a vraiment rendu malade. J'ai dû prendre des médicaments. Je voulais juste vous alerter sur vos conditions de conservation. C'est important pour la santé de vos clients."
Internet,"Un_influenceur_ou_une_influenceuse,Labsence_de_mention_par_linfluenceur_du_caractere_commercial_de_sa_publication",2026-06-24,TraitementEnCours,1,Influenceur,0,0,0,"Je suis un jeune homme de 22 ans, je suis beaucoup les influenceurs sur TikTok. L'un d'eux, qui a des millions d'abonnés, fait la promotion d'une marque de vêtements de sport. Il porte leurs vêtements dans toutes ses vidéos, mais il ne dit jamais que c'est un partenariat. J'ai acheté un sweat à 80 euros, la qualité est médiocre. J'ai appris plus tard qu'il était sponsorisé. Je me sens trompé. C'est un manque de transparence total. Les influenceurs devraient être obligés de mentionner clairement les partenariats."
AchatMagasin,"Le_magasin_de_facon_generale,Remboursement_garantie,Autre_raison,Oui",2026-05-30,TraitementEnCours,1,aucun_tag,0,1,0,"J'ai acheté un aspirateur dans votre magasin. Après 6 mois, il a perdu en puissance d'aspiration. Je l'ai rapporté avec la facture. On m'a dit que c'était normal, qu'il fallait nettoyer les filtres. Je l'ai fait, ça n'a rien changé. Je l'ai rapporté à nouveau, ils ont refusé de le reprendre sous garantie, prétextant que c'était de l'usure normale. Je trouve cela abusif, un aspirateur doit durer plus de 6 mois. J'ai écrit au service client, ils ne répondent pas. Je suis très mécontent."
VoitureVehiculeVelo,Autre,2026-05-27,TraitementEnCours,0,aucun_tag,0,0,0,"Je me suis garé sur un parking privé, le temps de faire une course. À mon retour, une société de fourrière m'a mis une amende de 60 euros. Le panneau indiquait zone bleue"" mais il était caché derrière un arbre. Je trouve ça abusif. J'ai contesté, ils ont refusé. C'est une somme importante pour moi. Je pense que la signalisation est volontairement mauvaise pour verbaliser. Je vais écrire au maire de la commune pour me plaindre. Ce genre de pratique est inacceptable."""
AchatInternet,"Le_site_internet_en_luimeme,La_publicite,Publicite_trompeuse_ou_mensongere,Fausse_description_dun_produit_ou_dun_service",2026-05-23,TraitementEnCours,0,Internet,0,0,0,"J'ai acheté un matelas sur un site spécialisé. La publicité promettait un matelas ferme pour un sommeil réparateur"", avec des images de gens dormant paisiblement. À la réception, le matelas est tellement mou que j'ai mal au dos. J'ai comparé avec un ami qui a le même modèle, le sien est ferme. Je pense qu'ils ont envoyé un modèle différent. J'ai contacté le SAV, ils refusent l'échange. C'est une tromperie. Je vais porter plainte."""
AchatInternet,"Un_produit,Cest_un_objet,La_garantie_ou_le_remboursement,Il_presente_un_defaut_ou_il_ne_marche_plus,Neuf,Il_y_a_moins_de_2_ans",2026-05-01,NonTraite,0,aucun_tag,0,0,0,"J'ai acheté des écouteurs Bluetooth sur votre site. Ils fonctionnaient bien, mais après 3 semaines, l'oreillette droite ne charge plus. J'ai contacté le SAV, ils m'ont dit de les renvoyer à mes frais. Je trouve ça injuste car le produit est défectueux. Je vais les renvoyer, mais je suis déçu du service. J'espère que vous me rembourserez les frais de port."
AchatMagasin,"Un_produit_en_particulier,Cest_un_aliment,Probleme_avec_lemballage_ou_letiquette,Informations_trompeuses_ou_fausses,La_composition",2026-06-26,TraitementEnCours,0,Produit alimentaire,0,1,0,"J'ai acheté un paquet de gâteaux sans sucre"" pour mon père diabétique. En regardant la composition, j'ai vu qu'il y avait du sirop d'agave, qui est un sucre. L'étiquette est trompeuse, car elle laisse croire qu'il n'y a pas de sucre. Mon père a mangé plusieurs gâteaux avant que je m'en rende compte. Je suis en colère contre ce genre de pratique. Les fabricants devraient être plus honnêtes. J'ai contacté le service consommateur, ils ne répondent pas."""
AchatInternet,"Une_commande_effectuee,Commande_incomplete",2026-06-30,TraitementEnCours,0,"Commande effectuée,Internet",0,1,1,"J'ai commandé un lot de 6 livres sur votre site. J'ai reçu 5 livres. Le livre manquant est celui qui m'intéressait le plus. J'ai contacté le service client, ils m'ont dit qu'ils allaient le renvoyer. Cela fait 10 jours, je n'ai rien reçu. Je les relance, ils disent qu'ils n'ont plus de stock. Ils me proposent un remboursement, mais je voulais le livre. Je suis déçu par cette gestion. Je ne commanderai plus sur ce site."
AchatInternet,"Un_produit,Cest_un_objet,La_garantie_ou_le_remboursement,Il_presente_un_defaut_ou_il_ne_marche_plus,Neuf,Il_y_a_moins_de_2_ans",2026-05-06,TraitementEnCours,0,aucun_tag,0,0,0,"J'ai acheté un robot de cuisine sur votre site. Il a fonctionné 3 fois, puis le moteur a calé. Il est sous garantie. J'ai contacté le SAV, ils m'ont envoyé une étiquette de retour. Je l'ai renvoyé, c'était il y a 2 semaines. Le suivi indique qu'ils l'ont reçu, mais je n'ai pas de retour. Je les ai appelés, on m'a dit que le service était en retard. Je trouve ça long. J'aimerais avoir une date de retour."
BanqueAssuranceMutuelle,"Une_banque,Autre",2026-07-02,TraitementEnCours,1,Internet,0,0,0,"Ma banque m'a facturé des frais pour un découvert non autorisé, alors que j'avais un découvert autorisé de 200 euros. J'ai dépassé de 50 euros à cause d'un prélèvement SEPA que j'avais oublié. Ils m'ont facturé 30 euros de frais. J'ai appelé mon conseiller, il a refusé de les annuler. Je trouve ça abusif, surtout pour une petite somme. Je vais changer de banque. Ces frais sont injustifiés."
